9.22719	-8.13019	0
10.2762	-8.5266	0
11.48288	-8.95172	0
12.69808	-9.35042	0
13.9212	-9.7254	0
15.30351	-10.12115	0
16.6923	-10.49193	0
18.0873	-10.8405	0
19.63787	-11.20323	0
21.193	-11.54351	0
22.7529	-11.8638	0
24.46392	-12.19352	0
26.1782	-12.50266	0
27.8964	-12.7926	0
29.76213	-13.08636	0
31.63028	-13.36022	0
33.5016	-13.6161	0
35.51299	-13.8724	0
37.52595	-14.11055	0
39.5415	-14.3316	0
41.68933	-14.5491	0
43.83815	-14.74931	0
45.9891	-14.9337	0
48.26429	-15.11259	0
50.53995	-15.27536	0
52.8174	-15.4224	0
55.20994	-15.56027	0
57.60258	-15.68221	0
59.9967	-15.7896	0
62.49759	-15.88738	0
64.99818	-15.97093	0
67.5	-16.0407	0
70.09743	-16.099	0
72.6943	-16.14369	0
75.2922	-16.1757	0
77.97445	-16.19626	0
80.65588	-16.20432	0
83.3382	-16.2	0
86.09441	-16.18289	0
88.84962	-16.15377	0
91.6056	-16.1136	0
94.42403	-16.06197	0
97.24133	-15.99987	0
100.05929	-15.9273	0
102.92733	-15.84284	0
105.79411	-15.74816	0
108.6615	-15.6438	0
111.5683	-15.52865	0
114.47377	-15.40439	0
117.3798	-15.2712	0
120.31093	-15.1281	0
123.24069	-14.97675	0
126.171	-14.8176	0
129.11475	-14.65033	0
132.05712	-14.47579	0
135	-14.2938	0
137.94377	-14.10439	0
140.88613	-13.90807	0
143.829	-13.7052	0
146.76016	-13.49703	0
149.68993	-13.2829	0
152.6202	-13.0626	0
155.52701	-12.8381	0
158.43246	-12.60839	0
161.3385	-12.3741	0
164.20665	-12.13887	0
167.07346	-11.89899	0
169.94071	-11.6532	0
172.75934	-11.40519	0
175.57659	-11.15189	0
178.3944	-10.8945	0
181.15084	-10.63975	0
183.90607	-10.38176	0
186.66181	-10.1196	0
189.34449	-9.85991	0
192.02589	-9.59612	0
194.7078	-9.3285	0
197.30579	-9.06598	0
199.90262	-8.8005	0
202.5	-8.532	0
205.00171	-8.27059	0
207.50229	-8.0062	0
210.0033	-7.7382	0
212.39696	-7.47814	0
214.78953	-7.21518	0
217.18261	-6.9498	0
219.45921	-6.69555	0
221.73484	-6.43929	0
224.01091	-6.1803	0
226.16066	-5.93281	0
228.30939	-5.68264	0
230.45851	-5.4297	0
232.47225	-5.19035	0
234.4851	-4.9491	0
236.49841	-4.7061	0
238.36722	-4.47919	0
240.23523	-4.25078	0
242.1036	-4.0203	0
243.81848	-3.80674	0
245.53259	-3.59157	0
247.24709	-3.375	0
248.80265	-3.1775	0
250.35754	-2.97879	0
251.91271	-2.7783	0
253.30169	-2.59753	0
254.69007	-2.4156	0
256.0788	-2.2329	0
257.29406	-2.07269	0
258.50882	-1.91182	0
259.7238	-1.7496	0
260.76168	-1.60971	0
261.79913	-1.46913	0
262.8369	-1.3284	0
263.69116	-1.21276	0
264.5451	-1.09689	0
265.39919	-0.9801	0
266.06802	-0.88773	0
266.73655	-0.7949	0
267.4053	-0.702	0
267.88507	-0.6355	0
268.36467	-0.56899	0
268.8444	-0.5022	0
269.13334	-0.46177	0
269.42217	-0.42125	0
269.71109	-0.3807	0
269.80741	-0.36719	0
269.90369	-0.3537	0
270	-0.3402	0
